parent,name,scientific,rank,image_url
Bussarde,Mäussebussard,Buteo buteo,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Buteo_buteo_%285571928172%29.jpg/100px-Buteo_buteo_%285571928172%29.jpg
Habichtartige,Wespenbussarde,Perninae,Unterfamilie,not_found
Wespenbussarde,Wespenbussard,Pernis apivorus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Wespenbussard_European_honey_buzzard_Pernis_apivorus.jpg/100px-Wespenbussard_European_honey_buzzard_Pernis_apivorus.jpg
Habichtartige,Habichte und Sperber,Accipitrinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Sparrowhawk_-_Accipiter_nisus_%2851069417797%29.jpg/100px-Sparrowhawk_-_Accipiter_nisus_%2851069417797%29.jpg
Habichte und Sperber,Habicht,Astur gentilis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Northern_Goshawk_ad_M2.jpg/100px-Northern_Goshawk_ad_M2.jpg
Habichte und Sperber,Sperber,Accipiter nisus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Accipiter_nisus_kill.jpg/100px-Accipiter_nisus_kill.jpg
Habichte und Sperber,Weihen,Circus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Wow2_filtered.jpg/100px-Wow2_filtered.jpg
Weihen,Kornweihe,Circus cyaneus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Wow2_filtered.jpg/100px-Wow2_filtered.jpg
Weihen,Rohrweihe,Circus aeruginosus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Circus_aeruginosus_flight_frontal_crop.jpg/100px-Circus_aeruginosus_flight_frontal_crop.jpg
Habichtartige,Gypaetinae,Gypaetinae,Unterfamilie,not_found
Gypaetinae,Bartgeier,Gypaetus barbatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/010e_Wild_Bearded_Vulture_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg/100px-010e_Wild_Bearded_Vulture_in_flight_at_Pfyn-Finges_%28Switzerland%29_Photo_by_Giles_Laurent.jpg
Habichtartige,Altweltgeier,Aegypiinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Gyps_africanus_Torgos_tracheliotus.jpg/100px-Gyps_africanus_Torgos_tracheliotus.jpg
Altweltgeier,Gänsegeier,Gyps fulvus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Gyps_fulvus_Ay%C3%B3dar.jpg/100px-Gyps_fulvus_Ay%C3%B3dar.jpg
Altweltgeier,Mönchsgeier,Aegypius monachus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Buitre_negro_%281%29.jpg/100px-Buitre_negro_%281%29.jpg
Habichtartige,Harpiinae,Harpiinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Harpia_harpyja_001_800.jpg/100px-Harpia_harpyja_001_800.jpg
Harpiinae,Harpyie,Harpia harpyja,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Harpia_harpyja_001_800.jpg/100px-Harpia_harpyja_001_800.jpg
Harpiinae,Fledermausadler,Macheirhamphus alcinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Macheiramphus_alcinus-color_corrected.jpg/100px-Macheiramphus_alcinus-color_corrected.jpg
Greifvögel,Fischadler (F),Pandionidae,Familie,https://upload.wikimedia.org/wikipedia/de/thumb/9/95/Fischadler_im_Flug.jpg/100px-Fischadler_im_Flug.jpg
Fischadler (F),Fischadler,Pandion haliaetus,Art,https://upload.wikimedia.org/wikipedia/de/thumb/9/95/Fischadler_im_Flug.jpg/100px-Fischadler_im_Flug.jpg
Greifvögel,Sagittariidae,Sagittariidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Sagittarius_serpentarius_Sekret%C3%A4r.JPG/100px-Sagittarius_serpentarius_Sekret%C3%A4r.JPG
Sagittariidae,Sekretär,Sagittarius serpentarius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Thomas_de_Keyser_-_Portret_van_Constantijn_Huygens_en_zijn_secretaris.jpg/100px-Thomas_de_Keyser_-_Portret_van_Constantijn_Huygens_en_zijn_secretaris.jpg
Greifvögel,Neuweltgeier,Cathartidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Black_Vulture-27527.jpg/100px-Black_Vulture-27527.jpg
Neuweltgeier,Andenkondor,Vultur gryphus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Vultur_gryphus_head_%28Linnaeus%2C_1758%29.jpg/100px-Vultur_gryphus_head_%28Linnaeus%2C_1758%29.jpg
Neuweltgeier,Kalifornienkondor,Gymnogyps californianus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/California-Condor3-Szmurlo_edit.jpg/100px-California-Condor3-Szmurlo_edit.jpg
Telluraves,Eulen,Strigiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Strix-varia-005.jpg/100px-Strix-varia-005.jpg
Eulen,Eigentliche Eulen,Strigidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Eastern_Screech_Owl.jpg/100px-Eastern_Screech_Owl.jpg
Eigentliche Eulen,Steinkauz,Athene noctua,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Mochuelo_Com%C3%BAn_%28_Athene_noctua_%29%281%29.jpg/100px-Mochuelo_Com%C3%BAn_%28_Athene_noctua_%29%281%29.jpg
Eigentliche Eulen,Waldohreule,Asio otus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Waldohreule_in_freier_Wildbahn.jpg/100px-Waldohreule_in_freier_Wildbahn.jpg
Eigentliche Eulen,Uhus,Bubo,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Uhu-3.jpg/100px-Uhu-3.jpg
Uhus,Uhu,Bubo bubo,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Uhu-muc.jpg/100px-Uhu-muc.jpg
Uhus,Schneeeule,Bubo scandiacus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Schneeeule.JPG/100px-Schneeeule.JPG
Eigentliche Eulen,Waldkauz,Strix aluco,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Waldkauz-Strix_aluco.jpg/100px-Waldkauz-Strix_aluco.jpg
Eigentliche Eulen,Raufusskauz,Aegolius funereus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Aegolius-funereus-001.jpg/100px-Aegolius-funereus-001.jpg
Eulen,Schleiereulen,Tytonidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Barn_Owl%2C_Lancashire.jpg/100px-Barn_Owl%2C_Lancashire.jpg
Schleiereulen,Schleiereule,Tyto alba,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Tyto_alba_tylluan_wen_detail.jpg/100px-Tyto_alba_tylluan_wen_detail.jpg
Telluraves,Trogone (O),Trogoniformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Sumatra-Trogon_Apalharpactes_mackloti_090501_We_223.JPG/100px-Sumatra-Trogon_Apalharpactes_mackloti_090501_We_223.JPG
Trogone (O),Trogone,Trogonidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Sumatra-Trogon_Apalharpactes_mackloti_090501_We_223.JPG/100px-Sumatra-Trogon_Apalharpactes_mackloti_090501_We_223.JPG
Trogone,Quetzal,Pharomachrus mocinno,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Pharomachrus_mocinno_189344785.jpg/100px-Pharomachrus_mocinno_189344785.jpg
Telluraves,Hornvögel und Hopfe,Bucerotiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Ground_Hornbill%2C_Chobe_National_Park%2C_Botswana_%2836427414050%29.jpg/100px-Ground_Hornbill%2C_Chobe_National_Park%2C_Botswana_%2836427414050%29.jpg
Hornvögel und Hopfe,Wiedehopfe,Upupidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/ABUBILLA_%28Upupa_epops%29.jpg/100px-ABUBILLA_%28Upupa_epops%29.jpg
Wiedehopfe,Wiedehopf,Upupa epops,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/ABUBILLA_%28Upupa_epops%29.jpg/100px-ABUBILLA_%28Upupa_epops%29.jpg
Hornvögel und Hopfe,Nashornvögel,Bucerotidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Female_Great_Hornbill_carrying_food.jpg/100px-Female_Great_Hornbill_carrying_food.jpg
Nashornvögel,Grosse Nashornvögel,Buceros,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Hornbill_2.jpg/100px-Hornbill_2.jpg
Grosse Nashornvögel,Doppelhornvogel,Buceros bicornis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Great_Hornbill_%28Buceros_bicornis%29_-_Flickr_-_Lip_Kee_%281%29.jpg/100px-Great_Hornbill_%28Buceros_bicornis%29_-_Flickr_-_Lip_Kee_%281%29.jpg
Grosse Nashornvögel,Rhinozerosvogel,Buceros rhinoceros,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Hornbill_2.jpg/100px-Hornbill_2.jpg
Telluraves,Rackenvögel,Coraciiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Roller38.jpg/100px-Roller38.jpg
Rackenvögel,Eisvögel,Alcedinidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Alcedo_atthis_1_tb.jpg/100px-Alcedo_atthis_1_tb.jpg
Eisvögel,Eisvogel,Alcedo atthis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Ein_Eisvogel_im_Schwebflug.jpg/100px-Ein_Eisvogel_im_Schwebflug.jpg
Rackenvögel,Bienenfresser (F),Meropidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/%C5%9Eahl%C3%BBr-33.jpg/100px-%C5%9Eahl%C3%BBr-33.jpg
Bienenfresser (F),Bienenfresser,Merops apiaster,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Merops_apiaster_04.jpg/100px-Merops_apiaster_04.jpg
Telluraves,Spechtvögel,Piciformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Buntspecht_Dendrocopos_major.jpg/100px-Buntspecht_Dendrocopos_major.jpg
Spechtvögel,Tukane (F),Ramphastidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Ramphastos_swainsonii_-Jacksonville_Zoo-8a.jpg/100px-Ramphastos_swainsonii_-Jacksonville_Zoo-8a.jpg
Tukane (F),Tukane,Ramphastos,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Ramphastos_swainsonii_-Jacksonville_Zoo-8a.jpg/100px-Ramphastos_swainsonii_-Jacksonville_Zoo-8a.jpg
Tukane,Riesentukan,Ramphastos toco,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Ramphastos_toco_-Stadtg%C3%A4rtnerei_Z%C3%BCrich_-_20100919.jpg/100px-Ramphastos_toco_-Stadtg%C3%A4rtnerei_Z%C3%BCrich_-_20100919.jpg
Tukane,Fischertukan,Ramphastos sulfuratus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Ramphastos_sulfuratus_-Diergaarde_Blijdorp-8a_crop.jpg/100px-Ramphastos_sulfuratus_-Diergaarde_Blijdorp-8a_crop.jpg
Spechtvögel,Honiganzeiger,Indicatoridae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Wahlberg%27s_Honeyguide_%28Prodotiscus_regulus%29.jpg/100px-Wahlberg%27s_Honeyguide_%28Prodotiscus_regulus%29.jpg
Honiganzeiger,Grosser Honiganzeiger,Indicator indicator,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Greater_Honeyguide-1.jpg/100px-Greater_Honeyguide-1.jpg
Spechtvögel,Spechte,Picidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Dendrocopos_major-2c.jpg/100px-Dendrocopos_major-2c.jpg
Spechte,Echte Spechte,Picinae,Unterfamilie,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Flickr_-_Rainbirder_-_Chestnut_Woodpecker_%28Celeus_elegans%29.jpg/100px-Flickr_-_Rainbirder_-_Chestnut_Woodpecker_%28Celeus_elegans%29.jpg
Echte Spechte,Buntspecht,Dendrocopos major,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F_%D0%BF%D1%91%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D0%B4%D1%8F%D1%82%D0%BB%D0%B8%D1%85%D0%B0%2C_%D0%A3%D1%81%D1%8B%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%BE%D0%BB%D1%8F%D0%BD%D0%B0.jpg/100px-%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B0%D1%8F_%D0%BF%D1%91%D1%81%D1%82%D1%80%D0%B0%D1%8F_%D0%B4%D1%8F%D1%82%D0%BB%D0%B8%D1%85%D0%B0%2C_%D0%A3%D1%81%D1%8B%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%BE%D0%BB%D1%8F%D0%BD%D0%B0.jpg
Echte Spechte,Picus,Picus,Gattung,not_found
Picus,Grünspecht,Picus viridis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/03_vgrue-10-11.jpg/100px-03_vgrue-10-11.jpg
Picus,Grauspecht,Picus Canus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/%D0%A1%D0%B5%D0%B4%D0%BE%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%D1%83_%D0%B1%D0%BE%D0%BB%D0%BE%D1%82%D0%B0_%D1%80%D0%B5%D1%87%D0%BA%D0%B8_%D0%97%D0%B8%D0%BC%D1%91%D0%BD%D0%BA%D0%B8.jpg/100px-%D0%A1%D0%B5%D0%B4%D0%BE%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%D1%83_%D0%B1%D0%BE%D0%BB%D0%BE%D1%82%D0%B0_%D1%80%D0%B5%D1%87%D0%BA%D0%B8_%D0%97%D0%B8%D0%BC%D1%91%D0%BD%D0%BA%D0%B8.jpg
Echte Spechte,Mittelspecht,Dendrocoptes medius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9_%D0%BF%D1%91%D1%81%D1%82%D1%80%D1%8B%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%28Dendrocoptes_medius%29%2C_%D0%91%D0%B8%D1%82%D1%86%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81.jpg/100px-%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9_%D0%BF%D1%91%D1%81%D1%82%D1%80%D1%8B%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%28Dendrocoptes_medius%29%2C_%D0%91%D0%B8%D1%82%D1%86%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81.jpg
Echte Spechte,Kleinspecht,Dryobates minor,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Dendrocopos_minor_291108.jpg/100px-Dendrocopos_minor_291108.jpg
Echte Spechte,Schwarzspecht,Dryocopus martius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Schwarzspecht.jpg/100px-Schwarzspecht.jpg
Spechte,Wendehälse,Jynginae,Unterfamilie,not_found
Wendehälse,Wendehals,Jynx torquilla,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Jynx_torquilla_vlaskop_cropped.jpg/100px-Jynx_torquilla_vlaskop_cropped.jpg
Telluraves,Falkenartige (O),Falconiformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Eurasian_Kestrel_m_offers_a_vole_to_the_fem_-_Hortobagy_-_Hungary_S4E2441_%2815528308565%29.jpg/100px-Eurasian_Kestrel_m_offers_a_vole_to_the_fem_-_Hortobagy_-_Hungary_S4E2441_%2815528308565%29.jpg
Falkenartige (O),Falkenartige,Falconidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Eurasian_Kestrel_m_offers_a_vole_to_the_fem_-_Hortobagy_-_Hungary_S4E2441_%2815528308565%29.jpg/100px-Eurasian_Kestrel_m_offers_a_vole_to_the_fem_-_Hortobagy_-_Hungary_S4E2441_%2815528308565%29.jpg
Falkenartige,Falken,Falco,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Falco_cherrug_1_%28Bohu%C5%A1_%C4%8C%C3%AD%C4%8Del%29.jpg/100px-Falco_cherrug_1_%28Bohu%C5%A1_%C4%8C%C3%AD%C4%8Del%29.jpg
Falken,Turmfalke,Falco tinnunculus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Common_kestrel_falco_tinnunculus.jpg/100px-Common_kestrel_falco_tinnunculus.jpg
Falken,Baumfalke,Falco subbuteo,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Eurasian_Hobby_%2814574008925%29_%28cropped%29.jpg/100px-Eurasian_Hobby_%2814574008925%29_%28cropped%29.jpg
Falken,Wanderfalke,Falco peregrinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Faucon_pelerin_7_mai.jpg/100px-Faucon_pelerin_7_mai.jpg
Falken,Merlin,Falco columbarius,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Merlin_%28illustration_from_middle_ages%29.jpg/100px-Merlin_%28illustration_from_middle_ages%29.jpg
Telluraves,Papageien,Psittaciformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Hellroter.jpg/100px-Hellroter.jpg
Papageien,Strigopidae,Strigopidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Kaka-Parrots.jpg/100px-Kaka-Parrots.jpg
Strigopidae,Kaka,Nestor meridionalis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/North-Island-Kaka.jpg/100px-North-Island-Kaka.jpg
Strigopidae,Kakapo,Strigops habroptila,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Strigops_habroptilus_1.jpg/100px-Strigops_habroptilus_1.jpg
Papageien,Kakadus,Cacatuidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Female_Galah_Outside_Nest_crp.jpg/100px-Female_Galah_Outside_Nest_crp.jpg
Kakadus,Nymphensittich,Nymphicus hollandicus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Cockatiel_Parakeet_%28Nymphicus_hollandicus%299.jpg/100px-Cockatiel_Parakeet_%28Nymphicus_hollandicus%299.jpg
Kakadus,Eigentliche Kakadus,Cacatua,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Long-billed_Corella_edit1.jpg/100px-Long-billed_Corella_edit1.jpg
Eigentliche Kakadus,Weisshaubenkakadu,Cacatua alba,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Cacatua_alba_-Bali_Bird_Park_-crest-8.jpg/100px-Cacatua_alba_-Bali_Bird_Park_-crest-8.jpg
Eigentliche Kakadus,Orangehaubenkakadu,Cacatua citrinocristata,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Citron-crested_Cockatoo.jpg/100px-Citron-crested_Cockatoo.jpg
Eigentliche Kakadus,Gelbhaubenkakadu,Cacatua galerita,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Cacatua_galerita_2_-_Austin%27s_Ferry.jpg/100px-Cacatua_galerita_2_-_Austin%27s_Ferry.jpg
Papageien,Altweltpapageien,Psittaculidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/2013.07.15.-4-Vogelstangsee_Mannheim-Halsbandsittich-Weibchen.jpg/100px-2013.07.15.-4-Vogelstangsee_Mannheim-Halsbandsittich-Weibchen.jpg
Altweltpapageien,Regenbogenlori,Trichoglossus moluccanus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Rainbow_lorikeet.jpg/100px-Rainbow_lorikeet.jpg
Altweltpapageien,Wellensittich,Melopsittacus undulatus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Wellensittich_wild_aus_australien.jpg/100px-Wellensittich_wild_aus_australien.jpg
Altweltpapageien,Unzertrennliche,Agapornis,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Pap_Pfirsichk%C3%B6pfchen_Agapornis_fischeri_070608_1.jpg/100px-Pap_Pfirsichk%C3%B6pfchen_Agapornis_fischeri_070608_1.jpg
Unzertrennliche,Pfirsichköpfchen,Agapornis fischeri,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Fischer%27s_Lovebird_%28Agapornis_fischeri%29_%2824041406070%29_%28cropped%29.jpg/100px-Fischer%27s_Lovebird_%28Agapornis_fischeri%29_%2824041406070%29_%28cropped%29.jpg
Unzertrennliche,Russköpfchen,Agapornis nigrigenis,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Osnabr%C3%BCck_-_Zoo_-_Russk%C3%B6pfchen_01.jpg/100px-Osnabr%C3%BCck_-_Zoo_-_Russk%C3%B6pfchen_01.jpg
Papageien,Eigentliche Papageien,Psittacidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Psittacus_erithacus_qtl1.jpg/100px-Psittacus_erithacus_qtl1.jpg
Eigentliche Papageien,Graupapagei,Psittacus erithacus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Psittacus_erithacus_qtl1.jpg/100px-Psittacus_erithacus_qtl1.jpg
Eigentliche Papageien,Blauaras,Anodorhynchus,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Hyazinthara01.jpg/100px-Hyazinthara01.jpg
Blauaras,Hyazinthara,Anodorhynchus hyacinthinus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Anodorhynchus_hyacinthinus_-Disney_-Florida-8.jpg/100px-Anodorhynchus_hyacinthinus_-Disney_-Florida-8.jpg
Eigentliche Papageien,Eigentliche Aras,Ara,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ara_ararauna_Luc_Viatour.jpg/100px-Ara_ararauna_Luc_Viatour.jpg
Eigentliche Aras,Gelbbrustara,Ara ararauna,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Ara_ararauna_Luc_Viatour.jpg/100px-Ara_ararauna_Luc_Viatour.jpg
Eigentliche Aras,Scharlachara,Ara macao,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Guacamayas_Rojas_%2854086838%29.jpeg/100px-Guacamayas_Rojas_%2854086838%29.jpeg
Eigentliche Aras,Soldatenara,Ara militaris,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Ara_militaris_-London_Zoo-8a.jpg/100px-Ara_militaris_-London_Zoo-8a.jpg
Eigentliche Aras,Grünflügelara,Ara chloroptera,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Ara_chloropterus_qtl1.jpg/100px-Ara_chloropterus_qtl1.jpg
Telluraves,Sperlingsvögel,Passeriformes,Ordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Passer_domesticus_-Scotland_-male-8b.jpg/100px-Passer_domesticus_-Scotland_-male-8b.jpg
Sperlingsvögel,Schreivögel,Tyranni,Unterordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Scissortailedfly700.JPG/100px-Scissortailedfly700.JPG
Schreivögel,Töpfervögel,Furnariidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Furnarius_rufus-3.jpg/100px-Furnarius_rufus-3.jpg
Töpfervögel,Rosttöpfer,Furnarius rufus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/HORNERO_Furnarius_rufus.jpg/100px-HORNERO_Furnarius_rufus.jpg
Sperlingsvögel,Singvögel,Passeri,Unterordnung,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Dendroica_tigrina_FWS.jpg/100px-Dendroica_tigrina_FWS.jpg
Singvögel,Corvides,Corvides,Teilordnung,not_found
Corvides,Pirole,Oriolidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Oriole_2.jpg/100px-Oriole_2.jpg
Pirole,Pirol,Oriolus oriolus,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Pirol_m.jpg/100px-Pirol_m.jpg
Corvides,Monarchen,Monarchidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Black-faced_Monarch_1_-_Woodford.jpg/100px-Black-faced_Monarch_1_-_Woodford.jpg
Monarchen,Stelzenmonarch,Grallina cyanoleuca,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Magpie-Lark_male_kobble_aug06.jpg/100px-Magpie-Lark_male_kobble_aug06.jpg
Monarchen,Schwarzgenickschnäpper,Hypothymis azurea,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Hypothymis_azurea_-_Kaeng_Krachan.jpg/100px-Hypothymis_azurea_-_Kaeng_Krachan.jpg
Monarchen,Schwarzflügel-Monarch,Monarcha frater,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Black-winged_Monarch_0A2A0744.jpg/100px-Black-winged_Monarch_0A2A0744.jpg
Monarchen,Asiatischer Paradiesschnäpper,Terpsiphone paradisi,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Terpsiphone_paradisi_-near_Amaya_Lake%2C_Dambulla%2C_Sri_Lanka-8.jpg/100px-Terpsiphone_paradisi_-near_Amaya_Lake%2C_Dambulla%2C_Sri_Lanka-8.jpg
Corvides,Würger (F),Laniidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg/100px-Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg
Würger (F),Würger,Laniuse,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg/100px-Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg
Würger,Neuntöter,Lanius collurio,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Neunt%C3%B6ter.jpg/100px-Neunt%C3%B6ter.jpg
Würger,Raubwürger,Lanius excubitor,Art,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg/100px-Lanius_excubitor_1_%28Marek_Szczepanek%29.jpg
Corvides,Rabenvögel,Corvidae,Familie,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Carrion_crow_on_a_branch.jpg/100px-Carrion_crow_on_a_branch.jpg
Rabenvögel,Bergkrähen,Pyrrhocorax,Gattung,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Alpenkr%C3%A4he-Pyrrhocorax.jpg/100px-Alpenkr%C3%A4he-Pyrrhocorax.jpg
